method,scene_count,avg_psnr,avg_ssim,avg_lpips,avg_gs_num,avg_train_time_s
taming_importance_fastgs_prune_densify100,9,28.004227956136067,0.8254383007685343,0.20384407291809717,1588580.888888889,199.3132117135747
